colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
GYRO Z,15,joueur_65,match_20221023,MT1,4.34277,50.006,-0.0130715,3.93256,50.1942,164.483,-52.2414,-17.7688,3.86732,26.989,60.2,
NormeGradAcc,15,joueur_65,match_20221023,MT1,0.042058,0.043379,1.38137,1.50099,0.0604203,0.135849,0.00288809,0.00848275,0.0255367,0.0618629,0.10854,0.17900560224089637
NormeGradGyro,15,joueur_65,match_20221023,MT1,4.00505,3.88171,1.96213,6.22435,5.57746,11.0482,0.550908,1.21423,2.662,5.8381,9.04616,
ACC X,30,joueur_65,match_20221023,MT1,-0.0342429,0.281484,-0.337198,5.76497,0.28356,0.812757,-0.346745,-0.198993,-0.0213205,0.145948,0.266355,
ACC Y,30,joueur_65,match_20221023,MT1,-0.871845,0.630124,-0.0559305,1.03979,1.07572,2.37507,-1.73277,-1.12664,-0.879478,-0.64638,0.0406533,
ACC Z,30,joueur_65,match_20221023,MT1,-0.518941,0.338044,-1.00158,2.40224,0.619333,1.11444,-0.98623,-0.696362,-0.444427,-0.308345,-0.16456,
GYRO X,30,joueur_65,match_20221023,MT1,-6.05248,36.0427,-0.402184,11.5741,36.5473,109.888,-41.7151,-20.3556,-6.24641,8.37147,30.5406,
GYRO Y,30,joueur_65,match_20221023,MT1,-5.04753,68.7885,0.242324,1.49703,68.9735,232.315,-89.2653,-43.9117,-6.58151,30.1172,81.1655,
GYRO Z,30,joueur_65,match_20221023,MT1,3.09642,49.0646,-0.056416,3.67918,49.1622,165.077,-53.2532,-19.9472,2.98736,26.5394,58.8422,
NormeGradAcc,30,joueur_65,match_20221023,MT1,0.0423362,0.0420144,1.55966,3.84291,0.0596453,0.13118,0.00373368,0.0101762,0.0264123,0.0630163,0.104214,0.1692203548085901
NormeGradGyro,30,joueur_65,match_20221023,MT1,4.082,3.89457,2.27624,11.6698,5.64184,10.8528,0.658234,1.28887,2.74795,5.91865,9.01941,
ACC X,45,joueur_65,match_20221023,MT1,-0.0173048,0.272763,-0.796382,7.28939,0.273311,0.786422,-0.325475,-0.181502,0.0109468,0.148443,0.267576,
ACC Y,45,joueur_65,match_20221023,MT1,-0.872011,0.586676,-0.0537323,1.49095,1.051,2.27306,-1.6149,-1.08774,-0.890468,-0.699088,-0.0281692,
ACC Z,45,joueur_65,match_20221023,MT1,-0.50703,0.321038,-1.0626,3.34698,0.60012,1.05076,-0.932686,-0.656777,-0.43958,-0.319779,-0.184375,
GYRO X,45,joueur_65,match_20221023,MT1,-5.79463,32.9451,0.134631,8.83051,33.4508,103.034,-38.5792,-19.099,-6.51999,6.973,27.5216,
GYRO Y,45,joueur_65,match_20221023,MT1,-3.57603,62.8878,0.133625,1.82698,62.9893,213.093,-79.4315,-37.1897,-5.09224,27.7472,74.5143,
GYRO Z,45,joueur_65,match_20221023,MT1,4.02257,45.2097,0.0711519,3.37582,45.3883,151.276,-46.0297,-17.1582,3.44894,25.6367,54.0631,
NormeGradAcc,45,joueur_65,match_20221023,MT1,0.0378455,0.0403277,1.60406,3.29408,0.0553047,0.125461,0.00238083,0.00786787,0.021623,0.0589011,0.0959587,0.1445564892623716
NormeGradGyro,45,joueur_65,match_20221023,MT1,3.58974,3.5298,2.1378,8.93623,5.03445,10.0057,0.461862,1.11302,2.33204,5.22631,8.25914,
ACC X,15,joueur_65,match_20221023,MT2,-0.000446218,0.282795,-0.342872,8.46812,0.282796,0.791905,-0.303311,-0.161693,0.00347502,0.163675,0.298668,
ACC Y,15,joueur_65,match_20221023,MT2,-0.875926,0.610017,-0.0946633,1.30775,1.06741,2.37655,-1.65345,-1.07364,-0.89982,-0.675207,-0.00504341,
ACC Z,15,joueur_65,match_20221023,MT2,-0.527209,0.327975,-1.17276,3.62992,0.6209,1.04259,-0.971525,-0.683241,-0.445383,-0.33307,-0.205064,
GYRO X,15,joueur_65,match_20221023,MT2,-6.86292,31.39,0.335453,13.911,32.1314,93.4591,-37.5206,-19.8793,-7.16915,5.71939,24.3871,
GYRO Y,15,joueur_65,match_20221023,MT2,-4.55852,64.0082,0.117968,1.5786,64.1703,222.295,-84.3632,-36.9231,-5.45553,26.7492,78.1615,
GYRO Z,15,joueur_65,match_20221023,MT2,4.10129,48.7432,-0.00898569,3.79053,48.9155,163.472,-50.616,-17.3956,3.52052,25.8901,59.9078,
NormeGradAcc,15,joueur_65,match_20221023,MT2,0.0399495,0.0429931,1.47615,1.94523,0.0586887,0.135448,0.00204085,0.00743974,0.023347,0.0583805,0.105516,0.1680345471521942
NormeGradGyro,15,joueur_65,match_20221023,MT2,3.80846,3.97828,2.34619,12.7895,5.50737,11.2474,0.402649,1.0358,2.2953,5.62654,9.15328,
ACC X,30,joueur_65,match_20221023,MT2,0.0114521,0.243726,-0.546279,7.82168,0.243995,0.711348,-0.264007,-0.124327,0.0308903,0.156185,0.266508,
ACC Y,30,joueur_65,match_20221023,MT2,-0.893253,0.484298,-0.0386184,3.60078,1.01609,1.91287,-1.31859,-1.00502,-0.918432,-0.779837,-0.358187,
ACC Z,30,joueur_65,match_20221023,MT2,-0.489799,0.272585,-1.37969,4.76018,0.56054,0.877678,-0.844093,-0.582349,-0.433036,-0.341029,-0.249349,
GYRO X,30,joueur_65,match_20221023,MT2,-6.95008,26.3377,-0.500105,15.3459,27.2393,77.9057,-31.072,-16.6596,-7.29271,2.82878,18.2443,
GYRO Y,30,joueur_65,match_20221023,MT2,-3.63413,57.2888,0.111369,2.63845,57.4039,196.493,-69.4233,-28.6144,-4.68943,20.9821,62.7261,
GYRO Z,30,joueur_65,match_20221023,MT2,4.43074,40.5443,-0.149522,7.41198,40.7857,130.204,-34.9422,-11.3925,3.60309,20.6187,44.1206,
NormeGradAcc,30,joueur_65,match_20221023,MT2,0.0279506,0.036761,2.12922,5.3864,0.0461802,0.111648,0.000958077,0.00405787,0.0132097,0.0344266,0.0802199,0.10143323996265173
NormeGradGyro,30,joueur_65,match_20221023,MT2,2.79087,3.29643,2.37187,8.48072,4.31919,9.5816,0.192126,0.716673,1.55087,3.55574,7.39876,
ACC X,45,joueur_65,match_20221023,MT2,-0.0195722,0.268303,-1.08793,16.0004,0.269016,0.785285,-0.31377,-0.166169,-0.0120888,0.150769,0.275599,
ACC Y,45,joueur_65,match_20221023,MT2,-0.871645,0.547914,0.075807,1.49252,1.02955,2.15686,-1.51042,-1.05094,-0.897312,-0.726222,-0.105156,
ACC Z,45,joueur_65,match_20221023,MT2,-0.512052,0.303969,-1.14363,2.76825,0.595478,1.00195,-0.931403,-0.64121,-0.445098,-0.334325,-0.220926,
GYRO X,45,joueur_65,match_20221023,MT2,-6.14683,28.0316,0.461359,12.577,28.6976,86.4022,-34.1575,-18.2819,-6.66531,5.21948,22.1667,
GYRO Y,45,joueur_65,match_20221023,MT2,-3.02875,62.7125,0.107932,2.90359,62.7856,211.825,-77.8103,-33.9436,-4.6799,27.2095,74.4627,
GYRO Z,45,joueur_65,match_20221023,MT2,4.8478,44.8125,-0.0290096,4.25099,45.074,153.084,-43.3095,-14.9972,4.01112,24.7722,53.9858,
NormeGradAcc,45,joueur_65,match_20221023,MT2,0.0343118,0.0383739,1.64978,2.8127,0.0514767,0.120096,0.00169219,0.00634888,0.0191622,0.0520817,0.0888258,0.12363211951447245
NormeGradGyro,45,joueur_65,match_20221023,MT2,3.29913,3.47244,2.8575,21.1469,4.78979,9.71731,0.35721,0.96406,2.02156,4.77462,7.97088,
ACC X,15,joueur_79,match_20221023,MT1,-0.0563088,0.506491,0.154123,7.00507,0.509611,1.51732,-0.57381,-0.313738,-0.0421163,0.179302,0.479392,
ACC Y,15,joueur_79,match_20221023,MT1,-1.12721,1.03174,-0.385898,0.644899,1.5281,3.64671,-2.4464,-1.55238,-1.2486,-0.360453,0.221491,
ACC Z,15,joueur_79,match_20221023,MT1,-0.555678,0.499543,-1.03647,8.01392,0.747209,1.50904,-1.17484,-0.740089,-0.484878,-0.273442,-0.0202203,
GYRO X,15,joueur_79,match_20221023,MT1,-1.30704,37.4909,-0.493761,9.33004,37.5137,114.033,-40.5462,-16.6295,0.01976,15.0461,36.9862,
GYRO Y,15,joueur_79,match_20221023,MT1,1.69769,78.6276,-0.0584854,2.38113,78.646,268.013,-95.7374,-30.7095,1.89035,36.1217,95.9434,
GYRO Z,15,joueur_79,match_20221023,MT1,-4.12501,55.0044,-0.123708,7.13247,55.1589,167.632,-60.642,-24.8323,-1.57569,16.5516,50.6022,
NormeGradAcc,15,joueur_79,match_20221023,MT1,0.0777471,0.0770216,1.42587,1.88482,0.109439,0.23292,0.0091803,0.0190056,0.0487159,0.112821,0.199217,0.20450513538748832
NormeGradGyro,15,joueur_79,match_20221023,MT1,5.11546,5.18338,2.07859,5.90267,7.28253,15.0301,0.884391,1.5792,3.14508,7.02737,11.9691,
ACC X,30,joueur_79,match_20221023,MT1,-0.0196599,0.454054,-0.00942913,6.45209,0.454479,1.38789,-0.506177,-0.254276,-0.0106351,0.20434,0.475995,
ACC Y,30,joueur_79,match_20221023,MT1,-1.13642,1.00469,-0.375507,0.946609,1.51686,3.53738,-2.39254,-1.53311,-1.25668,-0.418317,0.164147,
ACC Z,30,joueur_79,match_20221023,MT1,-0.534343,0.484107,-1.51353,10.1329,0.721029,1.43994,-1.14945,-0.721243,-0.46062,-0.244531,-0.0186144,
GYRO X,30,joueur_79,match_20221023,MT1,-1.42141,35.2396,-0.0411253,11.4195,35.2683,107.341,-38.1442,-15.5902,-0.360896,13.0749,34.5657,
GYRO Y,30,joueur_79,match_20221023,MT1,3.28093,74.7274,-0.0827714,2.3521,74.7994,261.699,-88.3316,-25.0872,1.98688,33.9545,96.1579,
GYRO Z,30,joueur_79,match_20221023,MT1,-4.06236,49.3432,-0.300253,7.76245,49.5101,150.649,-55.6267,-22.4527,-1.95953,14.7295,46.58,
NormeGradAcc,30,joueur_79,match_20221023,MT1,0.0720991,0.0720207,1.41363,1.75855,0.101908,0.218116,0.00778392,0.0172672,0.0444688,0.105026,0.184204,0.18791783380018673
NormeGradGyro,30,joueur_79,match_20221023,MT1,4.46808,4.50465,2.19943,7.4486,6.34473,12.7917,0.714317,1.40061,2.82885,6.24618,10.2456,
ACC X,45,joueur_79,match_20221023,MT1,-0.0322094,0.463297,-0.158635,6.49165,0.464416,1.39025,-0.513701,-0.259178,-0.0125257,0.189655,0.448161,
ACC Y,45,joueur_79,match_20221023,MT1,-1.13978,0.954585,-0.312104,0.96379,1.48672,3.35164,-2.25047,-1.52821,-1.26783,-0.479882,0.123468,
ACC Z,45,joueur_79,match_20221023,MT1,-0.529678,0.475388,-1.68602,8.26496,0.711725,1.43736,-1.09425,-0.701875,-0.455023,-0.258108,-0.0238789,
GYRO X,45,joueur_79,match_20221023,MT1,-1.82099,34.5381,-0.0322837,11.0237,34.5861,103.698,-36.577,-14.8281,-0.668996,11.2476,30.8887,
GYRO Y,45,joueur_79,match_20221023,MT1,2.25234,70.4574,-0.0457499,2.89496,70.4934,248.449,-79.7578,-24.6369,1.61652,29.5918,85.9002,
GYRO Z,45,joueur_79,match_20221023,MT1,-3.60858,50.2412,-0.10181,6.27809,50.3706,157.603,-53.7259,-22.7821,-2.43253,14.6109,46.9229,
NormeGradAcc,45,joueur_79,match_20221023,MT1,0.0687735,0.0699769,1.50966,2.30586,0.098115,0.212551,0.00753699,0.0167656,0.0415473,0.0973513,0.178939,0.17340336134453782
NormeGradGyro,45,joueur_79,match_20221023,MT1,4.21163,4.40655,2.27732,8.08383,6.09553,12.6598,0.646672,1.27354,2.57296,5.78977,9.97103,
ACC X,15,joueur_79,match_20221023,MT2,0.00702907,0.433742,0.0730305,8.71707,0.433799,1.27467,-0.424889,-0.197381,0.00859457,0.18572,0.437657,
ACC Y,15,joueur_79,match_20221023,MT2,-1.13794,0.895305,-0.258244,1.24757,1.44792,3.20273,-2.00673,-1.46649,-1.28649,-0.616192,0.0967595,
ACC Z,15,joueur_79,match_20221023,MT2,-0.559169,0.468788,-1.83283,8.05054,0.72968,1.46439,-1.10923,-0.699319,-0.496641,-0.31239,-0.0474379,
GYRO X,15,joueur_79,match_20221023,MT2,-1.06908,32.4239,-0.108448,11.991,32.4415,95.8459,-33.0439,-12.5786,-0.454608,10.9882,29.9251,
GYRO Y,15,joueur_79,match_20221023,MT2,2.993,63.3075,-0.15461,3.92817,63.3782,215.629,-65.1309,-19.7718,1.78752,26.5877,75.6812,
GYRO Z,15,joueur_79,match_20221023,MT2,-3.25245,49.4537,-0.137299,10.9489,49.5606,141.043,-46.0246,-20.0772,-2.73558,12.0815,41.1799,
NormeGradAcc,15,joueur_79,match_20221023,MT2,0.062623,0.0693551,1.63506,2.41656,0.0934439,0.21471,0.00533048,0.0122368,0.0348377,0.0852458,0.171369,0.148874883286648
NormeGradGyro,15,joueur_79,match_20221023,MT2,3.95703,4.61689,2.44639,8.08584,6.0806,13.0254,0.481988,1.05876,2.17829,5.19301,9.89591,
ACC X,30,joueur_79,match_20221023,MT2,0.00315326,0.407515,-0.442335,10.4123,0.407528,1.18759,-0.399524,-0.1786,0.0103368,0.164081,0.406516,
ACC Y,30,joueur_79,match_20221023,MT2,-1.14905,0.857178,-0.223353,1.44705,1.43355,3.02648,-1.91656,-1.46413,-1.30246,-0.704005,0.078038,
ACC Z,30,joueur_79,match_20221023,MT2,-0.527647,0.425367,-1.59053,7.43285,0.677753,1.34433,-1.0152,-0.660259,-0.476374,-0.317172,-0.0505438,
GYRO X,30,joueur_79,match_20221023,MT2,-1.37055,31.7603,-0.0741055,18.7007,31.7898,91.9602,-31.2395,-11.4743,-0.827473,9.29,27.2048,
GYRO Y,30,joueur_79,match_20221023,MT2,3.16957,60.7828,-0.0754076,5.412,60.8654,208.452,-58.9127,-14.702,1.95361,21.2218,69.4863,
GYRO Z,30,joueur_79,match_20221023,MT2,-3.4542,46.245,-0.311906,16.3597,46.3738,124.841,-39.7315,-17.274,-3.24376,9.66825,34.7314,
NormeGradAcc,30,joueur_79,match_20221023,MT2,0.0576206,0.0655206,1.74292,2.94782,0.087253,0.20485,0.00378239,0.0112148,0.0317924,0.0796779,0.157179,0.12900093370681606
NormeGradGyro,30,joueur_79,match_20221023,MT2,3.55849,4.61816,3.5737,24.5367,5.83012,12.0719,0.274099,0.859965,1.93194,4.43106,8.95892,
ACC X,45,joueur_79,match_20221023,MT2,0.00529307,0.407605,-0.0494477,7.85727,0.40764,1.2211,-0.408715,-0.168327,0.0112687,0.173859,0.416598,
ACC Y,45,joueur_79,match_20221023,MT2,-1.14713,0.847642,-0.178998,1.24576,1.42632,2.98868,-1.95594,-1.46333,-1.30422,-0.685627,0.0701755,
ACC Z,45,joueur_79,match_20221023,MT2,-0.541374,0.443935,-1.79273,7.26394,0.700118,1.3972,-1.07832,-0.682482,-0.478176,-0.314821,-0.0461195,
GYRO X,45,joueur_79,match_20221023,MT2,-1.483,30.4012,0.231094,11.8119,30.4373,91.4882,-31.0462,-11.6232,-1.28425,8.56487,27.5277,
GYRO Y,45,joueur_79,match_20221023,MT2,2.8727,62.0295,-0.111623,4.6197,62.096,215.858,-62.4888,-15.9629,1.82966,23.349,70.7753,
GYRO Z,45,joueur_79,match_20221023,MT2,-3.21267,45.2339,0.249154,9.86851,45.3479,138.495,-46.4226,-17.6928,-3.20638,10.484,38.4274,
NormeGradAcc,45,joueur_79,match_20221023,MT2,0.0582096,0.0644699,1.59735,2.32169,0.0868604,0.199977,0.00338945,0.0110458,0.0327492,0.0823303,0.158544,0.13453781512605043
NormeGradGyro,45,joueur_79,match_20221023,MT2,3.49358,4.29091,2.93795,14.7092,5.53326,11.5827,0.233323,0.816168,1.98377,4.54317,8.79577,
ACC X,15,joueur_81,match_20221023,MT1,0.0400087,0.535834,0.146805,3.36447,0.537326,1.70969,-0.558994,-0.247192,0.0186662,0.31828,0.671491,
ACC Y,15,joueur_81,match_20221023,MT1,-1.04454,1.12115,-0.683663,0.932724,1.53233,3.89176,-2.51726,-1.52162,-1.10503,-0.154505,0.355161,
ACC Z,15,joueur_81,match_20221023,MT1,-0.602429,0.557552,-0.683223,0.564387,0.820844,1.74322,-1.39133,-0.930333,-0.519301,-0.193106,0.037329,
GYRO X,15,joueur_81,match_20221023,MT1,1.30049,41.3398,0.50974,9.74405,41.3602,123.718,-37.94,-15.6179,-0.102093,16.6691,42.8186,
GYRO Y,15,joueur_81,match_20221023,MT1,3.47331,76.7786,-0.0454419,2.1944,76.8572,265.995,-90.1348,-30.2727,2.55534,38.1089,97.0189,
GYRO Z,15,joueur_81,match_20221023,MT1,0.903632,54.9108,0.03548,3.34999,54.9182,190.001,-58.389,-21.8719,0.211997,23.1907,62.2324,
NormeGradAcc,15,joueur_81,match_20221023,MT1,0.0807003,0.0778094,1.47614,1.93892,0.112102,0.244275,0.0103171,0.0239499,0.053344,0.109526,0.205802,0.1864519140989729
NormeGradGyro,15,joueur_81,match_20221023,MT1,5.08288,4.72507,1.88888,5.65692,6.93988,13.9466,0.889985,1.74928,3.40149,7.19811,11.5103,
ACC X,30,joueur_81,match_20221023,MT1,0.0428286,0.547279,0.214475,4.38648,0.548952,1.71097,-0.565772,-0.262396,0.0146322,0.341922,0.677926,
ACC Y,30,joueur_81,match_20221023,MT1,-1.08528,1.07183,-0.563818,0.74875,1.52534,3.75581,-2.54592,-1.54013,-1.12862,-0.283579,0.22458,
ACC Z,30,joueur_81,match_20221023,MT1,-0.585148,0.527555,-0.581973,0.30808,0.787854,1.69959,-1.32719,-0.895557,-0.526539,-0.194315,0.0353374,
GYRO X,30,joueur_81,match_20221023,MT1,2.01354,38.4575,0.169002,7.28642,38.5101,117.331,-35.5205,-14.4466,0.451887,16.7198,41.7119,
GYRO Y,30,joueur_81,match_20221023,MT1,3.22005,82.1974,0.0393186,1.52308,82.2604,283.81,-98.6177,-36.002,1.17957,42.6084,106.312,
GYRO Z,30,joueur_81,match_20221023,MT1,0.382144,57.0777,-0.00823407,2.37751,57.079,200.245,-64.8118,-25.1691,-0.289691,25.6024,67.2013,
NormeGradAcc,30,joueur_81,match_20221023,MT1,0.0811163,0.0754734,1.42077,1.7731,0.110798,0.234707,0.0117864,0.026091,0.0539132,0.112413,0.202123,0.19050887021475257
NormeGradGyro,30,joueur_81,match_20221023,MT1,5.16513,4.68895,1.8324,4.77373,6.97602,13.8383,1.05874,1.8289,3.48198,7.21534,11.5965,
ACC X,45,joueur_81,match_20221023,MT1,0.041112,0.542639,0.253869,4.69536,0.544195,1.68821,-0.55701,-0.259285,0.0198562,0.329387,0.654988,
ACC Y,45,joueur_81,match_20221023,MT1,-1.02088,1.08745,-0.494488,0.723114,1.49156,3.74156,-2.4302,-1.55759,-1.0546,-0.191286,0.298316,
ACC Z,45,joueur_81,match_20221023,MT1,-0.595579,0.548378,-0.433702,0.770966,0.809588,1.68778,-1.34595,-0.941695,-0.531387,-0.194839,0.0296202,
GYRO X,45,joueur_81,match_20221023,MT1,1.85368,41.134,0.384347,8.28514,41.1758,120.188,-36.8275,-14.9671,0.374637,17.5106,41.8182,
GYRO Y,45,joueur_81,match_20221023,MT1,3.97541,77.7512,0.00538207,2.12315,77.8528,266.596,-91.5912,-30.792,2.52081,38.4473,99.7597,
GYRO Z,45,joueur_81,match_20221023,MT1,0.996403,55.2556,0.0336674,3.74553,55.2646,189.194,-61.2985,-24.1366,0.216035,25.406,63.8336,
NormeGradAcc,45,joueur_81,match_20221023,MT1,0.0787437,0.071102,1.52849,2.25823,0.106095,0.223075,0.0142583,0.0287547,0.053326,0.105952,0.190624,0.1719607843137255
NormeGradGyro,45,joueur_81,match_20221023,MT1,4.98426,4.50565,2.08457,6.52119,6.7189,13.1141,1.11857,1.92171,3.44593,6.69896,10.9277,
ACC X,15,joueur_81,match_20221023,MT2,-0.00533957,0.552534,-0.269449,5.39747,0.55256,1.70308,-0.601682,-0.273471,0.00565732,0.290553,0.572243,
ACC Y,15,joueur_81,match_20221023,MT2,-1.01542,1.05117,-0.514585,0.880432,1.46152,3.71966,-2.24218,-1.46713,-1.11305,-0.216132,0.316409,
ACC Z,15,joueur_81,match_20221023,MT2,0.699933,0.537926,0.517222,0.435519,0.882763,1.7328,0.0209907,0.330856,0.6379,1.01703,1.4548,
GYRO X,15,joueur_81,match_20221023,MT2,-3.58908,43.2468,-0.196655,8.91369,43.3955,129.894,-46.4492,-20.4306,-1.86769,13.8324,37.9309,
GYRO Y,15,joueur_81,match_20221023,MT2,4.89363,72.4135,0.0851674,2.65019,72.5786,251.002,-77.8239,-26.3696,2.46223,36.0061,90.5091,
GYRO Z,15,joueur_81,match_20221023,MT2,0.154085,53.8555,0.103099,4.01313,53.8557,183.146,-57.1447,-22.2192,0.113537,22.6665,57.7983,
NormeGradAcc,15,joueur_81,match_20221023,MT2,0.0741716,0.0752907,1.61675,2.34553,0.105689,0.239337,0.00896535,0.0206391,0.0470024,0.0962616,0.194043,0.16217086834733893
NormeGradGyro,15,joueur_81,match_20221023,MT2,5.04891,4.96224,2.22874,8.55313,7.07922,14.4435,0.890501,1.71925,3.26192,6.88278,11.706,
ACC X,30,joueur_81,match_20221023,MT2,-0.00744883,0.514242,-0.458485,3.58301,0.514296,1.60382,-0.589038,-0.280244,0.00990889,0.290436,0.559399,
ACC Y,30,joueur_81,match_20221023,MT2,-1.03717,1.01471,-0.381152,0.859119,1.45099,3.61793,-2.19457,-1.46332,-1.14636,-0.323927,0.221499,
ACC Z,30,joueur_81,match_20221023,MT2,0.679331,0.509645,0.697329,1.12954,0.849252,1.67462,0.0377003,0.345035,0.625214,0.94806,1.39251,
GYRO X,30,joueur_81,match_20221023,MT2,-3.90704,36.695,-0.252156,6.9242,36.9024,108.903,-41.4361,-19.4267,-2.41699,12.02,32.1535,
GYRO Y,30,joueur_81,match_20221023,MT2,2.44029,72.6439,-0.0677685,2.84878,72.6849,250.76,-81.154,-28.9747,1.42933,35.2594,87.2246,
GYRO Z,30,joueur_81,match_20221023,MT2,1.40345,49.7773,0.108827,3.65303,49.7971,169.509,-51.8821,-20.097,0.523298,22.6936,55.8514,
NormeGradAcc,30,joueur_81,match_20221023,MT2,0.0697114,0.0703984,1.64005,2.49968,0.0990738,0.224968,0.00817241,0.0194784,0.0454468,0.0903055,0.179286,0.1449953314659197
NormeGradGyro,30,joueur_81,match_20221023,MT2,4.61497,4.44086,2.20751,7.87649,6.40462,12.8432,0.822963,1.62245,3.09383,6.23881,10.5186,
ACC X,45,joueur_81,match_20221023,MT2,0.0287,0.529468,-0.0817744,6.40042,0.530246,1.6104,-0.543274,-0.236236,0.0313437,0.308584,0.577391,
ACC Y,45,joueur_81,match_20221023,MT2,-1.09588,0.931731,-0.529974,1.75452,1.43843,3.27507,-2.05306,-1.45583,-1.19307,-0.506774,0.0940489,
ACC Z,45,joueur_81,match_20221023,MT2,0.663361,0.508884,0.549675,1.97764,0.836069,1.66911,0.0386631,0.354446,0.607946,0.91028,1.35606,
GYRO X,45,joueur_81,match_20221023,MT2,-3.51836,39.5308,0.0251651,19.1139,39.6871,108.037,-40.5129,-18.0438,-1.87766,11.4152,31.1611,
GYRO Y,45,joueur_81,match_20221023,MT2,5.33013,71.0713,-0.0862127,2.91261,71.2709,245.326,-75.2845,-23.081,3.13697,36.2214,89.8689,
GYRO Z,45,joueur_81,match_20221023,MT2,-0.154074,52.3336,0.0885125,6.25357,52.3338,169.455,-52.1907,-21.2965,-0.0839946,20.6491,52.8561,
NormeGradAcc,45,joueur_81,match_20221023,MT2,0.0675993,0.0709502,1.80053,3.59517,0.0979979,0.223248,0.00694836,0.0177972,0.043143,0.087481,0.175047,0.13786181139122317
NormeGradGyro,45,joueur_81,match_20221023,MT2,4.59736,4.87744,2.80751,13.6272,6.70262,13.4187,0.689154,1.52634,2.94777,6.05797,10.5441,
ACC X,15,joueur_89,match_20221023,MT1,-0.0719716,0.475198,-0.305682,6.08798,0.480618,1.45795,-0.588277,-0.318968,-0.0306557,0.190437,0.43464,
ACC Y,15,joueur_89,match_20221023,MT1,-1.11444,1.17734,-0.622431,0.559827,1.62114,4.13236,-2.76594,-1.62554,-1.14361,-0.232252,0.311273,
ACC Z,15,joueur_89,match_20221023,MT1,-0.562524,0.494197,-0.484495,2.76453,0.748775,1.47477,-1.26686,-0.83313,-0.490476,-0.23939,-0.0138758,
GYRO X,15,joueur_89,match_20221023,MT1,0.0359245,39.6892,0.0121571,11.6819,39.6892,118.557,-40.1068,-15.1147,0.357104,16.7911,38.8645,
GYRO Y,15,joueur_89,match_20221023,MT1,1.33338,67.5587,0.0332272,2.22436,67.5718,229.201,-81.6682,-29.7635,1.42176,31.3416,84.3647,
GYRO Z,15,joueur_89,match_20221023,MT1,-3.93964,46.2232,0.0587278,6.22896,46.3907,137.395,-50.7835,-24.2548,-3.14574,15.2254,43.4974,
NormeGradAcc,15,joueur_89,match_20221023,MT1,0.0815354,0.0791221,1.31492,1.20655,0.113615,0.241749,0.00896111,0.0212435,0.0518397,0.120196,0.206569,0.1772128851540616
NormeGradGyro,15,joueur_89,match_20221023,MT1,4.54419,4.41379,2.50906,10.9158,6.33491,12.1867,0.771564,1.59736,3.1698,6.20937,9.87469,
ACC X,30,joueur_89,match_20221023,MT1,-0.0516748,0.455576,-0.302565,7.55072,0.458498,1.34767,-0.523067,-0.301664,-0.0353069,0.193712,0.449249,
ACC Y,30,joueur_89,match_20221023,MT1,-1.20922,1.12096,-0.471614,0.420916,1.64887,3.93412,-2.79898,-1.70183,-1.27063,-0.37808,0.217193,
ACC Z,30,joueur_89,match_20221023,MT1,-0.474455,0.394578,-1.00289,5.00843,0.617089,1.20929,-0.96835,-0.670912,-0.423726,-0.221282,-0.0263861,
GYRO X,30,joueur_89,match_20221023,MT1,0.27891,32.1782,-0.281735,7.67207,32.1794,97.593,-33.2464,-12.8757,0.664972,14.5378,32.7234,
GYRO Y,30,joueur_89,match_20221023,MT1,3.3722,67.3509,0.027804,2.18291,67.4352,226.825,-78.7989,-28.7965,1.45324,35.1773,88.4527,
GYRO Z,30,joueur_89,match_20221023,MT1,-2.94368,43.2551,0.0551145,6.12078,43.3552,131.149,-48.5529,-22.7422,-1.91699,15.4884,41.4953,
NormeGradAcc,30,joueur_89,match_20221023,MT1,0.0792477,0.0740365,1.27714,1.39233,0.108451,0.222534,0.00948462,0.0223366,0.0514884,0.120282,0.194235,0.1688235294117647
NormeGradGyro,30,joueur_89,match_20221023,MT1,4.1045,3.68108,2.2219,8.776,5.51337,10.5818,0.870759,1.58304,2.93681,5.53344,8.87723,
ACC X,45,joueur_89,match_20221023,MT1,-0.0405351,0.425321,-0.377566,7.3886,0.427248,1.25186,-0.480756,-0.275917,-0.0120192,0.181715,0.409718,
ACC Y,45,joueur_89,match_20221023,MT1,-1.19927,1.0402,-0.509238,0.969556,1.58754,3.71592,-2.47776,-1.60564,-1.29599,-0.493208,0.144831,
ACC Z,45,joueur_89,match_20221023,MT1,-0.453358,0.392964,-0.844559,5.93406,0.599962,1.23129,-0.928219,-0.617997,-0.409263,-0.221782,-0.0240053,
GYRO X,45,joueur_89,match_20221023,MT1,-0.36619,33.0827,-0.127331,7.83088,33.0847,99.2185,-34.1929,-13.184,0.301976,13.4792,31.3209,
GYRO Y,45,joueur_89,match_20221023,MT1,1.67412,65.0157,-0.302887,3.97409,65.0372,217.109,-74.0456,-25.3569,1.63475,30.5847,77.127,
GYRO Z,45,joueur_89,match_20221023,MT1,-3.84308,39.4021,-0.130381,6.64544,39.589,117.054,-44.7433,-20.2471,-2.51886,12.5778,34.9807,
NormeGradAcc,45,joueur_89,match_20221023,MT1,0.068703,0.0700851,1.51217,1.99302,0.0981428,0.213818,0.00772633,0.0171947,0.0414557,0.0948836,0.179837,0.13200746965452848
